appId,title,genre,tag,score,installs,total_domains,scanned_domains,any_tls13,any_tls12,pqc_capable,pqc_domains,pqc_groups
com.trm.tunnel,TRM TUNNEL,Tools,vpn,4.33,1000000,2,2,True,False,True,trmprivacy.blogspot.com;trmtunnel.blogspot.com,X25519MLKEM768
com.surfshark.vpnclient.android,Surfshark: VPN for Australia,Tools,vpn,4.610309,10000000,1,1,True,False,True,surfshark.com,X25519MLKEM768
org.malwarebytes.antimalware,Malwarebytes Mobile Security,Tools,vpn,4.581431,10000000,1,1,True,False,False,,x25519
com.free.vpn.super.hotspot.open,VPN - Super Unlimited Proxy,Tools,vpn,4.696,100000000,1,1,True,False,True,vpnsuper.com,X25519MLKEM768
com.symantec.securewifi,Norton VPN – Fast & Secure,Tools,vpn,4.464455,10000000,2,2,True,False,False,,
com.apnatunnel.lite,APNA TUNNEL LITE,Tools,vpn,4.5339804,10000000,2,2,True,False,False,,x25519
com.mxtunnel.pro,MX Tunnel Pro,Tools,vpn,4.3584905,1000000,2,2,True,False,True,mxtunnelprovpn.blogspot.com,X25519MLKEM768
com.mtmtunnel.lite,MTM Tunnel Lite,Tools,vpn,4.35,10000000,2,2,True,False,True,mtmworkz.blogspot.com;tmtunnel.com,X25519MLKEM768
com.hxtunnel.vpn,HX Tunnel VPN,Tools,vpn,4.177778,1000000,2,2,True,False,True,hxtunnel.blogspot.com;hxtunnelweb.blogspot.com,X25519MLKEM768
app.jumpjumpvpn.jumpjumpvpn,JumpJumpVPN – Super Unlimited,Tools,vpn,4.372549,10000000,1,1,True,False,True,jumpjump.io,X25519MLKEM768
com.expressvpn.vpn,ExpressVPN: Fast & Secure VPN,Tools,vpn,4.6138806,50000000,1,1,True,False,True,expressvpn.com,X25519MLKEM768
com.totalav.android,TotalAV Mobile Security,Tools,vpn,4.2291064,5000000,1,1,True,False,False,,x25519
com.fx.tunnel,Fx Tunnel vpn - Super Fast Net,Tools,vpn,4.2708335,1000000,2,2,True,False,True,fxtunnelvpn.blogspot.com,X25519MLKEM768
app.vpn.amtunnellite,AM TUNNEL LITE VPN,Tools,vpn,4.5597486,10000000,2,2,True,False,False,,x25519
com.rjctunnel.vpn,RJC TUNNEL VPN - Fast & Secure,Tools,vpn,4.142857,500000,2,2,True,False,True,rjctunnelvpn.blogspot.com,X25519MLKEM768
com.wsandroid.suite,McAfee Security: Antivirus VPN,Tools,vpn,3.7673378,50000000,2,2,True,True,False,,x25519
com.mxdev.tunnel,Mx Tunnel Vpn - Super fast Net,Tools,vpn,4.642857,1000000,2,2,True,False,True,mxtunnelvpn.blogspot.com,X25519MLKEM768
con.hotspot.vpn.free.master,Free VPN Super™ -Fast & Secure,Tools,vpn,4.6969695,50000000,1,1,True,False,True,supershell.me,X25519MLKEM768
cleaner.antivirus,Antivirus - Cleaner + VPN,Tools,vpn,4.633663,10000000,1,1,True,False,False,,
com.jm.apnatunnel,APNA TUNNEL,Tools,vpn,4.32,5000000,2,2,True,False,False,,x25519
dastan.prince.bdfreevpn,BD NET VPN,Tools,vpn,4.5,10000000,1,1,True,False,False,,
com.fast.free.unblock.secure.vpn,Secure VPN－Safer Internet,Tools,vpn,4.4294477,100000000,1,1,True,False,False,,x25519
free.vpn.unblock.proxy.turbovpn,Turbo VPN - Secure VPN Proxy,Tools,vpn,4.571429,100000000,2,2,True,False,True,turbovpn.co;turbovpn.com,X25519MLKEM768
my.teamapna.tunnel,APNA VPN,Tools,vpn,4.29,1000000,1,1,True,False,True,apnavpn.blogspot.com,X25519MLKEM768
xyz.xrptunnelplus.vpn,X-rp Tunnel Vpn,Tools,vpn,4.6666665,100000,2,2,True,False,True,aliavpn.xyz;xrpvpn.blogspot.com,X25519MLKEM768
com.trendmicro.tmmspersonal,Mobile Security & Antivirus,Tools,vpn,4.6996617,5000000,1,1,True,False,False,,secp384r1
com.instabridge.android,Instabridge: WiFi Hotspot Map,Travel & Local,vpn,4.007926,100000000,2,2,True,False,True,degoo.com;instabridge.com,X25519MLKEM768
sk.trupici.gwatch.wear,G-Watch Wear App,Health & Fitness,health_fitness,4.1666665,100000,2,2,True,False,True,facebook.com;freeprivacypolicy.com,X25519MLKEM768
